"","Trait","AccessionName","AccessionNumber","variable","value"
"7328","RFM","LA1039","Y35","rep4",NA
"7329","SFM","LA1039","Y35","rep4",0.412129786
"7330","TFM","LA1039","Y35","rep4",0.41640186
"7331","RDM","LA1039","Y35","rep4",0.747519294
"7332","SDM","LA1039","Y35","rep4",0.491345526
"7333","TDM","LA1039","Y35","rep4",0.524569016
"7334","WC","LA1039","Y35","rep4",0.409163325
"7335","WCn","LA1039","Y35","rep4",NA
"7336","GPI","LA1039","Y35","rep4",1.362616954
"7337","GPF","LA1039","Y35","rep4",0.657298059
"7338","dGP","LA1039","Y35","rep4",0.52265138
"7339","L4FM","LA1039","Y35","rep4",0.457498779
"7340","L4DM","LA1039","Y35","rep4",0.52540107
"7341","L4A","LA1039","Y35","rep4",0.545823472
"7342","RNa","LA1039","Y35","rep4",21.45508446
"7343","RK","LA1039","Y35","rep4",0.886226878
"7344","LNa","LA1039","Y35","rep4",35.89752398
"7345","LK","LA1039","Y35","rep4",0.539387389
"7346","LeafSucculence","LA1039","Y35","rep4",0.825673622
"7347","LeafPerimeter","LA1039","Y35","rep4",0.624788456
"7348","LeafVertLength","LA1039","Y35","rep4",0.660757338
"7349","LeafHorizWidth","LA1039","Y35","rep4",0.793713769
"7350","LeafElongationFactor","LA1039","Y35","rep4",1.201129589
"7351","DG","LA1040","Y36","rep4",3
"7352","DL4","LA1040","Y36","rep4",10
"7353","DH","LA1040","Y36","rep4",11
"7354","LN","LA1040","Y36","rep4",1
"7355","RL","LA1040","Y36","rep4",0.24137931
"7356","SL","LA1040","Y36","rep4",0.472727273
"7357","ST","LA1040","Y36","rep4",0.462882096
"7358","RFM","LA1040","Y36","rep4",0.168916199
"7359","SFM","LA1040","Y36","rep4",0.28057706
"7360","TFM","LA1040","Y36","rep4",0.257359341
"7361","RDM","LA1040","Y36","rep4",0.278857837
"7362","SDM","LA1040","Y36","rep4",0.302063185
"7363","TDM","LA1040","Y36","rep4",0.281365606
"7364","WC","LA1040","Y36","rep4",0.256021488
"7365","WCn","LA1040","Y36","rep4",0.4848225
"7366","GPI","LA1040","Y36","rep4",1.23209053
"7367","GPF","LA1040","Y36","rep4",0.386044199
"7368","dGP","LA1040","Y36","rep4",0.312632805
"7369","L4FM","LA1040","Y36","rep4",0.213762736
"7370","L4DM","LA1040","Y36","rep4",0.204220981
"7371","L4A","LA1040","Y36","rep4",0.28447321
"7372","RNa","LA1040","Y36","rep4",20.85857391
"7373","RK","LA1040","Y36","rep4",0.762210854
"7374","LNa","LA1040","Y36","rep4",43.43845652
"7375","LK","LA1040","Y36","rep4",0.445355003
"7376","LeafSucculence","LA1040","Y36","rep4",0.754449024
"7377","LeafPerimeter","LA1040","Y36","rep4",0.395145226
"7378","LeafVertLength","LA1040","Y36","rep4",0.443271964
"7379","LeafHorizWidth","LA1040","Y36","rep4",0.605639051
"7380","LeafElongationFactor","LA1040","Y36","rep4",1.366183092
"7381","DG","LA1041","Y37","rep4",8
"7382","DL4","LA1041","Y37","rep4",19
"7383","DH","LA1041","Y37","rep4",11
"7384","LN","LA1041","Y37","rep4",0.5
"7385","RL","LA1041","Y37","rep4",1.010638298
"7386","SL","LA1041","Y37","rep4",0.390243902
"7387","ST","LA1041","Y37","rep4",0.373563218
"7388","RFM","LA1041","Y37","rep4",0.344638904
"7389","SFM","LA1041","Y37","rep4",0.285921054
"7390","TFM","LA1041","Y37","rep4",0.296677902
"7391","RDM","LA1041","Y37","rep4",0.643086817
"7392","SDM","LA1041","Y37","rep4",0.388463013
"7393","TDM","LA1041","Y37","rep4",0.409632035
"7394","WC","LA1041","Y37","rep4",0.289905794
"7395","WCn","LA1041","Y37","rep4",-5.921298328
"7396","GPI","LA1041","Y37","rep4",1.040156338
"7397","GPF","LA1041","Y37","rep4",0.376249983
"7398","dGP","LA1041","Y37","rep4",0.273931363
"7399","L4FM","LA1041","Y37","rep4",0.307236471
"7400","L4DM","LA1041","Y37","rep4",0.358754028
"7401","L4A","LA1041","Y37","rep4",0.318185436
"7402","RNa","LA1041","Y37","rep4",20.58906923
"7403","RK","LA1041","Y37","rep4",1.736947332
"7404","LNa","LA1041","Y37","rep4",21.56774398
"7405","LK","LA1041","Y37","rep4",1.030475192
"7406","LeafSucculence","LA1041","Y37","rep4",0.950049825
"7407","LeafPerimeter","LA1041","Y37","rep4",0.398498498
"7408","LeafVertLength","LA1041","Y37","rep4",0.525450717
"7409","LeafHorizWidth","LA1041","Y37","rep4",0.587008416
"7410","LeafElongationFactor","LA1041","Y37","rep4",1.117193524
"7411","DG","LA1042","Y38","rep4",5
"7412","DL4","LA1042","Y38","rep4",13
"7413","DH","LA1042","Y38","rep4",11
"7414","LN","LA1042","Y38","rep4",0.5
"7415","RL","LA1042","Y38","rep4",0.837209302
"7416","SL","LA1042","Y38","rep4",0.260869565
"7417","ST","LA1042","Y38","rep4",0.273333333
"7418","RFM","LA1042","Y38","rep4",0.218342002
"7419","SFM","LA1042","Y38","rep4",0.071385729
"7420","TFM","LA1042","Y38","rep4",0.094356371
"7421","RDM","LA1042","Y38","rep4",0.27930683
"7422","SDM","LA1042","Y38","rep4",0.12639093
"7423","TDM","LA1042","Y38","rep4",0.153343972
"7424","WC","LA1042","Y38","rep4",0.090778707
"7425","WCn","LA1042","Y38","rep4",-0.766888822
"7426","GPI","LA1042","Y38","rep4",1.042035514
"7427","GPF","LA1042","Y38","rep4",0.121693249
"7428","dGP","LA1042","Y38","rep4",-0.034275765
"7429","L4FM","LA1042","Y38","rep4",0.136805795
"7430","L4DM","LA1042","Y38","rep4",0.157528285
"7431","L4A","LA1042","Y38","rep4",0.104864493
"7432","RNa","LA1042","Y38","rep4",19.84653592
"7433","RK","LA1042","Y38","rep4",0.485547858
"7434","LNa","LA1042","Y38","rep4",56.04404725
"7435","LK","LA1042","Y38","rep4",0.831359931
"7436","LeafSucculence","LA1042","Y38","rep4",1.287582917
"7437","LeafPerimeter","LA1042","Y38","rep4",0.168534264
"7438","LeafVertLength","LA1042","Y38","rep4",0.25887636
"7439","LeafHorizWidth","LA1042","Y38","rep4",0.329905447
"7440","LeafElongationFactor","LA1042","Y38","rep4",1.274484114
"7441","DG","LA1043","Y39","rep4",5
"7442","DL4","LA1043","Y39","rep4",13
"7443","DH","LA1043","Y39","rep4",11
"7444","LN","LA1043","Y39","rep4",0.5
"7445","RL","LA1043","Y39","rep4",0.197278912
"7446","SL","LA1043","Y39","rep4",NA
"7447","ST","LA1043","Y39","rep4",0.238095238
"7448","RFM","LA1043","Y39","rep4",0.184679593
"7449","SFM","LA1043","Y39","rep4",0.203400112
"7450","TFM","LA1043","Y39","rep4",0.200496318
"7451","RDM","LA1043","Y39","rep4",0.371304348
"7452","SDM","LA1043","Y39","rep4",0.268836452
"7453","TDM","LA1043","Y39","rep4",0.278992559
"7454","WC","LA1043","Y39","rep4",0.195583167
"7455","WCn","LA1043","Y39","rep4",-1.198075153
"7456","GPI","LA1043","Y39","rep4",0.924199142
"7457","GPF","LA1043","Y39","rep4",0.280123526
"7458","dGP","LA1043","Y39","rep4",0.17856949
"7459","L4FM","LA1043","Y39","rep4",0.17768129
"7460","L4DM","LA1043","Y39","rep4",0.248611111
"7461","L4A","LA1043","Y39","rep4",0.189075103
"7462","RNa","LA1043","Y39","rep4",18.29880192
"7463","RK","LA1043","Y39","rep4",0.62527069
"7464","LNa","LA1043","Y39","rep4",NA
"7465","LK","LA1043","Y39","rep4",NA
"7466","LeafSucculence","LA1043","Y39","rep4",0.906585731
"7467","LeafPerimeter","LA1043","Y39","rep4",0.319688208
"7468","LeafVertLength","LA1043","Y39","rep4",0.399633364
"7469","LeafHorizWidth","LA1043","Y39","rep4",0.400548942
"7470","LeafElongationFactor","LA1043","Y39","rep4",1.002259036
"7471","DG","LA1044","Y40","rep4",5
"7472","DL4","LA1044","Y40","rep4",14
"7473","DH","LA1044","Y40","rep4",11
"7474","LN","LA1044","Y40","rep4",0.666666667
"7475","RL","LA1044","Y40","rep4",0.1
"7476","SL","LA1044","Y40","rep4",0.666666667
"7477","ST","LA1044","Y40","rep4",0.228070175
"7478","RFM","LA1044","Y40","rep4",0.18500529
"7479","SFM","LA1044","Y40","rep4",0.321837266
"7480","TFM","LA1044","Y40","rep4",0.292449907
"7481","RDM","LA1044","Y40","rep4",0.354460094
"7482","SDM","LA1044","Y40","rep4",0.4446815
"7483","TDM","LA1044","Y40","rep4",0.408838684
"7484","WC","LA1044","Y40","rep4",0.286050515
"7485","WCn","LA1044","Y40","rep4",-1.320468375
"7486","GPI","LA1044","Y40","rep4",1.124697091
"7487","GPF","LA1044","Y40","rep4",0.511766423
"7488","dGP","LA1044","Y40","rep4",0.349862498
"7489","L4FM","LA1044","Y40","rep4",0.305379189
"7490","L4DM","LA1044","Y40","rep4",0.330777656
"7491","L4A","LA1044","Y40","rep4",0.28300436
"7492","RNa","LA1044","Y40","rep4",28.36440339
"7493","RK","LA1044","Y40","rep4",0.973131713
"7494","LNa","LA1044","Y40","rep4",18.39944741
"7495","LK","LA1044","Y40","rep4",0.562844811
"7496","LeafSucculence","LA1044","Y40","rep4",1.071203531
"7497","LeafPerimeter","LA1044","Y40","rep4",0.293709212
"7498","LeafVertLength","LA1044","Y40","rep4",0.47887363
"7499","LeafHorizWidth","LA1044","Y40","rep4",0.476744981
"7500","LeafElongationFactor","LA1044","Y40","rep4",0.995564317
"7501","DG","LA1136","Y41","rep4",6
"7502","DL4","LA1136","Y41","rep4",17
"7503","DH","LA1136","Y41","rep4",11
"7504","LN","LA1136","Y41","rep4",0.333333333
"7505","RL","LA1136","Y41","rep4",0.230769231
"7506","SL","LA1136","Y41","rep4",0.565217391
"7507","ST","LA1136","Y41","rep4",0.327272727
"7508","RFM","LA1136","Y41","rep4",0.375773776
"7509","SFM","LA1136","Y41","rep4",0.277742281
"7510","TFM","LA1136","Y41","rep4",0.28886123
"7511","RDM","LA1136","Y41","rep4",0.608308605
"7512","SDM","LA1136","Y41","rep4",0.40722531
"7513","TDM","LA1136","Y41","rep4",0.414963205
"7514","WC","LA1136","Y41","rep4",0.281019331
"7515","WCn","LA1136","Y41","rep4",5.000339798
"7516","GPI","LA1136","Y41","rep4",1.135343386
"7517","GPF","LA1136","Y41","rep4",0.355289746
"7518","dGP","LA1136","Y41","rep4",0.206645968
"7519","L4FM","LA1136","Y41","rep4",0.3006214
"7520","L4DM","LA1136","Y41","rep4",0.367573011
"7521","L4A","LA1136","Y41","rep4",0.315636523
"7522","RNa","LA1136","Y41","rep4",21.75365518
"7523","RK","LA1136","Y41","rep4",0.841380126
"7524","LNa","LA1136","Y41","rep4",17.91825515
"7525","LK","LA1136","Y41","rep4",0.335379145
"7526","LeafSucculence","LA1136","Y41","rep4",0.935168449
"7527","LeafPerimeter","LA1136","Y41","rep4",0.423039496
"7528","LeafVertLength","LA1136","Y41","rep4",0.598801618
"7529","LeafHorizWidth","LA1136","Y41","rep4",0.536976823
"7530","LeafElongationFactor","LA1136","Y41","rep4",0.89677833
"7531","DG","LA1137","Y42","rep4",3
"7532","DL4","LA1137","Y42","rep4",14
"7533","DH","LA1137","Y42","rep4",11
"7534","LN","LA1137","Y42","rep4",0.666666667
"7535","RL","LA1137","Y42","rep4",1.034482759
"7536","SL","LA1137","Y42","rep4",0.289473684
"7537","ST","LA1137","Y42","rep4",0.298013245
"7538","RFM","LA1137","Y42","rep4",0.278885962
"7539","SFM","LA1137","Y42","rep4",0.119399631
"7540","TFM","LA1137","Y42","rep4",0.139566565
"7541","RDM","LA1137","Y42","rep4",0.445685279
"7542","SDM","LA1137","Y42","rep4",0.231467474
"7543","TDM","LA1137","Y42","rep4",0.238185077
"7544","WC","LA1137","Y42","rep4",0.132928672
"7545","WCn","LA1137","Y42","rep4",-21.45804514
"7546","GPI","LA1137","Y42","rep4",0.812429636
"7547","GPF","LA1137","Y42","rep4",0.193859736
"7548","dGP","LA1137","Y42","rep4",0.079175491
"7549","L4FM","LA1137","Y42","rep4",0.139472984
"7550","L4DM","LA1137","Y42","rep4",0.171855011
"7551","L4A","LA1137","Y42","rep4",0.186915742
"7552","RNa","LA1137","Y42","rep4",23.34416153
"7553","RK","LA1137","Y42","rep4",1.215165469
"7554","LNa","LA1137","Y42","rep4",19.69297977
"7555","LK","LA1137","Y42","rep4",0.806620697
"7556","LeafSucculence","LA1137","Y42","rep4",0.729221157
"7557","LeafPerimeter","LA1137","Y42","rep4",0.242762857
"7558","LeafVertLength","LA1137","Y42","rep4",0.360214769
"7559","LeafHorizWidth","LA1137","Y42","rep4",0.456074841
"7560","LeafElongationFactor","LA1137","Y42","rep4",1.266129032
"7561","DG","LA1138","Y43","rep4",5
"7562","DL4","LA1138","Y43","rep4",14
"7563","DH","LA1138","Y43","rep4",11
"7564","LN","LA1138","Y43","rep4",NA
"7565","RL","LA1138","Y43","rep4",NA
"7566","SL","LA1138","Y43","rep4",NA
"7567","ST","LA1138","Y43","rep4",NA
"7568","RFM","LA1138","Y43","rep4",NA
"7569","SFM","LA1138","Y43","rep4",NA
"7570","TFM","LA1138","Y43","rep4",NA
"7571","RDM","LA1138","Y43","rep4",NA
"7572","SDM","LA1138","Y43","rep4",NA
"7573","TDM","LA1138","Y43","rep4",NA
"7574","WC","LA1138","Y43","rep4",NA
"7575","WCn","LA1138","Y43","rep4",NA
"7576","GPI","LA1138","Y43","rep4",1.116210327
"7577","GPF","LA1138","Y43","rep4",0.114209636
"7578","dGP","LA1138","Y43","rep4",-0.748193678
"7579","L4FM","LA1138","Y43","rep4",NA
"7580","L4DM","LA1138","Y43","rep4",NA
"7581","L4A","LA1138","Y43","rep4",NA
"7582","RNa","LA1138","Y43","rep4",NA
"7583","RK","LA1138","Y43","rep4",NA
"7584","LNa","LA1138","Y43","rep4",NA
"7585","LK","LA1138","Y43","rep4",NA
"7586","LeafSucculence","LA1138","Y43","rep4",NA
"7587","LeafPerimeter","LA1138","Y43","rep4",NA
"7588","LeafVertLength","LA1138","Y43","rep4",NA
"7589","LeafHorizWidth","LA1138","Y43","rep4",NA
"7590","LeafElongationFactor","LA1138","Y43","rep4",NA
"7591","DG","LA1139","Y44","rep4",4
"7592","DL4","LA1139","Y44","rep4",14
"7593","DH","LA1139","Y44","rep4",11
"7594","LN","LA1139","Y44","rep4",0.666666667
"7595","RL","LA1139","Y44","rep4",0.878787879
"7596","SL","LA1139","Y44","rep4",0.36
"7597","ST","LA1139","Y44","rep4",0.253333333
"7598","RFM","LA1139","Y44","rep4",NA
"7599","SFM","LA1139","Y44","rep4",0.104141226
"7600","TFM","LA1139","Y44","rep4",0.128437005
"7601","RDM","LA1139","Y44","rep4",NA
"7602","SDM","LA1139","Y44","rep4",0.242928975
"7603","TDM","LA1139","Y44","rep4",0.257048282
"7604","WC","LA1139","Y44","rep4",0.120144541
"7605","WCn","LA1139","Y44","rep4",8.942118852
"7606","GPI","LA1139","Y44","rep4",0.930637748
"7607","GPF","LA1139","Y44","rep4",0.102182097
"7608","dGP","LA1139","Y44","rep4",-0.071658946
"7609","L4FM","LA1139","Y44","rep4",0.179766045
"7610","L4DM","LA1139","Y44","rep4",0.233333333
"7611","L4A","LA1139","Y44","rep4",0.229630687
"7612","RNa","LA1139","Y44","rep4",18.6247264
"7613","RK","LA1139","Y44","rep4",1.575987036
"7614","LNa","LA1139","Y44","rep4",19.97417302
"7615","LK","LA1139","Y44","rep4",1.153158656
"7616","LeafSucculence","LA1139","Y44","rep4",0.762130743
"7617","LeafPerimeter","LA1139","Y44","rep4",0.374768556
"7618","LeafVertLength","LA1139","Y44","rep4",0.462519613
"7619","LeafHorizWidth","LA1139","Y44","rep4",0.38768791
"7620","LeafElongationFactor","LA1139","Y44","rep4",0.838170122
"7621","DG","LA1141","Y45","rep4",7
"7622","DL4","LA1141","Y45","rep4",19
"7623","DH","LA1141","Y45","rep4",11
"7624","LN","LA1141","Y45","rep4",NA
"7625","RL","LA1141","Y45","rep4",NA
"7626","SL","LA1141","Y45","rep4",NA
"7627","ST","LA1141","Y45","rep4",NA
"7628","RFM","LA1141","Y45","rep4",NA
"7629","SFM","LA1141","Y45","rep4",NA
"7630","TFM","LA1141","Y45","rep4",NA
"7631","RDM","LA1141","Y45","rep4",NA
"7632","SDM","LA1141","Y45","rep4",NA
"7633","TDM","LA1141","Y45","rep4",NA
"7634","WC","LA1141","Y45","rep4",NA
"7635","WCn","LA1141","Y45","rep4",NA
"7636","GPI","LA1141","Y45","rep4",1.562802908
"7637","GPF","LA1141","Y45","rep4",0.084035307
"7638","dGP","LA1141","Y45","rep4",-1.572823833
"7639","L4FM","LA1141","Y45","rep4",NA
"7640","L4DM","LA1141","Y45","rep4",NA
"7641","L4A","LA1141","Y45","rep4",NA
"7642","RNa","LA1141","Y45","rep4",NA
"7643","RK","LA1141","Y45","rep4",NA
"7644","LNa","LA1141","Y45","rep4",NA
"7645","LK","LA1141","Y45","rep4",NA
"7646","LeafSucculence","LA1141","Y45","rep4",NA
"7647","LeafPerimeter","LA1141","Y45","rep4",NA
"7648","LeafVertLength","LA1141","Y45","rep4",NA
"7649","LeafHorizWidth","LA1141","Y45","rep4",NA
"7650","LeafElongationFactor","LA1141","Y45","rep4",NA
"7651","DG","LA1401","Y46","rep4",6
"7652","DL4","LA1401","Y46","rep4",17
"7653","DH","LA1401","Y46","rep4",11
"7654","LN","LA1401","Y46","rep4",0.333333333
"7655","RL","LA1401","Y46","rep4",0.090909091
"7656","SL","LA1401","Y46","rep4",0.642857143
"7657","ST","LA1401","Y46","rep4",0.096153846
"7658","RFM","LA1401","Y46","rep4",0.114424833
"7659","SFM","LA1401","Y46","rep4",0.307506467
"7660","TFM","LA1401","Y46","rep4",0.278660799
"7661","RDM","LA1401","Y46","rep4",0.668103448
"7662","SDM","LA1401","Y46","rep4",0.392496392
"7663","TDM","LA1401","Y46","rep4",0.418290383
"7664","WC","LA1401","Y46","rep4",0.270084546
"7665","WCn","LA1401","Y46","rep4",11.65118156
"7666","GPI","LA1401","Y46","rep4",1.613406698
"7667","GPF","LA1401","Y46","rep4",0.362424212
"7668","dGP","LA1401","Y46","rep4",0.215625346
"7669","L4FM","LA1401","Y46","rep4",0.334697218
"7670","L4DM","LA1401","Y46","rep4",0.413318025
"7671","L4A","LA1401","Y46","rep4",0.310065706
"7672","RNa","LA1401","Y46","rep4",NA
"7673","RK","LA1401","Y46","rep4",3.394930314
"7674","LNa","LA1401","Y46","rep4",39.03556397
"7675","LK","LA1401","Y46","rep4",0.262753135
"7676","LeafSucculence","LA1401","Y46","rep4",1.057631386
"7677","LeafPerimeter","LA1401","Y46","rep4",0.382089047
"7678","LeafVertLength","LA1401","Y46","rep4",0.46985197
"7679","LeafHorizWidth","LA1401","Y46","rep4",0.515892471
"7680","LeafElongationFactor","LA1401","Y46","rep4",1.097943193
"7681","DG","LA1403","Y48","rep4",4
"7682","DL4","LA1403","Y48","rep4",19
"7683","DH","LA1403","Y48","rep4",11
"7684","LN","LA1403","Y48","rep4",0.666666667
"7685","RL","LA1403","Y48","rep4",1.245098039
"7686","SL","LA1403","Y48","rep4",0.625
"7687","ST","LA1403","Y48","rep4",0.311111111
"7688","RFM","LA1403","Y48","rep4",0.593360996
"7689","SFM","LA1403","Y48","rep4",0.371926772
"7690","TFM","LA1403","Y48","rep4",0.41501013
"7691","RDM","LA1403","Y48","rep4",1.552147239
"7692","SDM","LA1403","Y48","rep4",0.536692759
"7693","TDM","LA1403","Y48","rep4",0.604814138
"7694","WC","LA1403","Y48","rep4",0.405021887
"7695","WCn","LA1403","Y48","rep4",-0.769911685
"7696","GPI","LA1403","Y48","rep4",1.356219419
"7697","GPF","LA1403","Y48","rep4",NA
"7698","dGP","LA1403","Y48","rep4",NA
"7699","L4FM","LA1403","Y48","rep4",0.305050988
"7700","L4DM","LA1403","Y48","rep4",0.418859649
"7701","L4A","LA1403","Y48","rep4",0.344567822
"7702","RNa","LA1403","Y48","rep4",32.06584489
"7703","RK","LA1403","Y48","rep4",3.699532693
"7704","LNa","LA1403","Y48","rep4",17.73588662
"7705","LK","LA1403","Y48","rep4",0.435945726
"7706","LeafSucculence","LA1403","Y48","rep4",0.859436087
"7707","LeafPerimeter","LA1403","Y48","rep4",0.442543495
"7708","LeafVertLength","LA1403","Y48","rep4",0.564304991
"7709","LeafHorizWidth","LA1403","Y48","rep4",0.707670043
"7710","LeafElongationFactor","LA1403","Y48","rep4",1.254082426
"7711","DG","LA1404","Y49","rep4",3
"7712","DL4","LA1404","Y49","rep4",13
"7713","DH","LA1404","Y49","rep4",11
"7714","LN","LA1404","Y49","rep4",0.666666667
"7715","RL","LA1404","Y49","rep4",0.333333333
"7716","SL","LA1404","Y49","rep4",0.195652174
"7717","ST","LA1404","Y49","rep4",NA
"7718","RFM","LA1404","Y49","rep4",0.130523423
"7719","SFM","LA1404","Y49","rep4",0.191158157
"7720","TFM","LA1404","Y49","rep4",0.181141966
"7721","RDM","LA1404","Y49","rep4",0.292201382
"7722","SDM","LA1404","Y49","rep4",0.245263697
"7723","TDM","LA1404","Y49","rep4",0.246333612
"7724","WC","LA1404","Y49","rep4",0.176877116
"7725","WCn","LA1404","Y49","rep4",NA
"7726","GPI","LA1404","Y49","rep4",1.067208311
"7727","GPF","LA1404","Y49","rep4",0.326647063
"7728","dGP","LA1404","Y49","rep4",0.181267245
"7729","L4FM","LA1404","Y49","rep4",0.169192214
"7730","L4DM","LA1404","Y49","rep4",0.21980198
"7731","L4A","LA1404","Y49","rep4",NA
"7732","RNa","LA1404","Y49","rep4",18.22930238
"7733","RK","LA1404","Y49","rep4",0.660254971
"7734","LNa","LA1404","Y49","rep4",32.90146177
"7735","LK","LA1404","Y49","rep4",0.827716532
"7736","LeafSucculence","LA1404","Y49","rep4",0.819984506
"7737","LeafPerimeter","LA1404","Y49","rep4",NA
"7738","LeafVertLength","LA1404","Y49","rep4",NA
"7739","LeafHorizWidth","LA1404","Y49","rep4",NA
"7740","LeafElongationFactor","LA1404","Y49","rep4",1.242210464
"7741","DG","LA1406","Y50","rep4",3
"7742","DL4","LA1406","Y50","rep4",13
"7743","DH","LA1406","Y50","rep4",11
"7744","LN","LA1406","Y50","rep4",0.5
"7745","RL","LA1406","Y50","rep4",-0.051282051
"7746","SL","LA1406","Y50","rep4",0.111111111
"7747","ST","LA1406","Y50","rep4",0.303370787
"7748","RFM","LA1406","Y50","rep4",0.06252483
"7749","SFM","LA1406","Y50","rep4",0.159290759
"7750","TFM","LA1406","Y50","rep4",0.139183114
"7751","RDM","LA1406","Y50","rep4",0.229329173
"7752","SDM","LA1406","Y50","rep4",0.206058788
"7753","TDM","LA1406","Y50","rep4",0.195755738
"7754","WC","LA1406","Y50","rep4",0.135658392
"7755","WCn","LA1406","Y50","rep4",-4.653446172
"7756","GPI","LA1406","Y50","rep4",0.870839159
"7757","GPF","LA1406","Y50","rep4",0.412631857
"7758","dGP","LA1406","Y50","rep4",0.233109895
"7759","L4FM","LA1406","Y50","rep4",0.097997472
"7760","L4DM","LA1406","Y50","rep4",0.108864697
"7761","L4A","LA1406","Y50","rep4",0.140249917
"7762","RNa","LA1406","Y50","rep4",19.81555317
"7763","RK","LA1406","Y50","rep4",1.151660241
"7764","LNa","LA1406","Y50","rep4",13.48691792
"7765","LK","LA1406","Y50","rep4",0.862094622
"7766","LeafSucculence","LA1406","Y50","rep4",0.691485048
"7767","LeafPerimeter","LA1406","Y50","rep4",0.265733404
"7768","LeafVertLength","LA1406","Y50","rep4",0.355793036
"7769","LeafHorizWidth","LA1406","Y50","rep4",0.292690921
"7770","LeafElongationFactor","LA1406","Y50","rep4",0.822657665
"7771","DG","LA1407","Y51","rep4",4
"7772","DL4","LA1407","Y51","rep4",13
"7773","DH","LA1407","Y51","rep4",11
"7774","LN","LA1407","Y51","rep4",0.333333333
"7775","RL","LA1407","Y51","rep4",0
"7776","SL","LA1407","Y51","rep4",0.3
"7777","ST","LA1407","Y51","rep4",0.13986014
"7778","RFM","LA1407","Y51","rep4",0.01375864
